signal_id,signal_time_jst,signal_time_unix,symbol,mc_band,mc,liquidity,entry_price,sl_price,tp_price,rr_ratio,atr,vwap,rsi,vol_surge,score_total,score_volume,score_vwap,score_rsi,score_liquidity,score_repro,score_penalty,score_pps_bonus,pps,pps_label,range_pct,vwap_dev,signal_count,success_count,success_rate,adjusted_rate,ohlcv_aggregate,rsi_overbought,atr_sl_mult,atr_tp_mult,volume_surge_min,notified,notify_threshold,gecko_url,pool_address,token_address,outcome_checked_at,price_15m,price_30m,price_60m,high_60m,low_60m,sl_hit,tp_hit,outcome,pnl_pct
984fc107,2026-02-26 09:24:33,1772065473,gork,$5M〜$50M,5111985,673089,0.0050839521102052,0.0027796691319913,0.0091164473220794,1.75,0.0011521414891069,0.0073290033409033,36.37,0.13,26,0.0,0.0,0.0,15.0,6.2,0.0,5.0,4,やや安値圏,0.327,-30.63,21,8,0.381,0.404,15,72,2.0,3.5,2.0,False,70,https://www.geckoterminal.com/solana/pools/37iWFSqgnTSAfShoBTBzQghwsTtkWAZW3yVzgJWKn6iK,37iWFSqgnTSAfShoBTBzQghwsTtkWAZW3yVzgJWKn6iK,38PgzpJYu2HkiYvV8qePFakB8tuobPdGm2FFEn7Dpump,2026-02-26 10:31:55,0.0050957421719472,0.0047619334518483,0.0049467316617884,0.005241803242577,0.0046897732460296,False,False,LOSS-,-2.7
56802a58,2026-02-26 09:24:36,1772065476,Lobstar,$1M〜$5M,4966879,330424,0.0050139183359679,0.003731183787164,0.0070662936140543,1.6,0.0005130938195215,0.0055893913316991,66.89,1.03,41,0.0,0.0,20.0,15.0,0.8,0.0,5.0,4,やや安値圏,0.389,-10.3,3,0,0.0,0.312,15,75,2.5,4.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/AADJrfmWoHVXZhF1UkbHvNC5tqrBpkGdSaxtMYteDm2x,AADJrfmWoHVXZhF1UkbHvNC5tqrBpkGdSaxtMYteDm2x,AVF9F4C4j8b1Kh4BmNHqybDaHgnZpJ7W7yLvL7hUpump,2026-02-26 10:31:58,0.0044345621488507,0.0047453821825873,0.0046802661377465,0.0053482004786223,0.0042414334424409,False,False,LOSS-,-6.65
227b0665,2026-02-26 09:24:38,1772065478,AgenC,$1M〜$5M,1967589,133408,0.0019679972159433,0.0012517597869784,0.0031139771022871,1.6,0.0002864949715859,0.0021981265660239,46.72,0.38,21,0.0,0.0,0.0,15.0,0.8,0.0,5.0,4,やや安値圏,0.4,-10.47,3,0,0.0,0.312,15,75,2.5,4.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/BUMh6YebpBvAh4by4oTGJUvzQ9CvH6dqPgrZvXFDMwC1,BUMh6YebpBvAh4by4oTGJUvzQ9CvH6dqPgrZvXFDMwC1,5yC9BM8KUsJTPbWPLfA2N8qH1s9V8DQ3Vcw1G6Jdpump,2026-02-26 10:32:01,0.0020280524647534,0.0019039645770596,0.0017167180140554,0.0021104254197818,0.0016233079872575,False,False,LOSS-,-12.77
ec81a879,2026-02-26 09:25:11,1772065511,AUTISM,$300K〜$1M,874099,92318,0.000871746697927,0.0006605605646679,0.0012237235866922,1.67,7.039537775302989e-05,0.0010803420608739,46.95,0.02,21,0.0,0.0,0.0,15.0,0.9,0.0,5.0,4,やや安値圏,0.225,-19.31,2,0,0.0,0.357,5,85,3.0,5.0,4.0,False,70,https://www.geckoterminal.com/solana/pools/8QYcaoqEcJ12N1CE5Wn8YqoDAidM3kH4QL9o78ibEE8w,8QYcaoqEcJ12N1CE5Wn8YqoDAidM3kH4QL9o78ibEE8w,8jiVXftnn2ZG6bugK7HAH5j2G3D6TpsG521gqsWwpump,2026-02-26 10:32:03,0.0008670858072345,0.0007845372475763,0.0007867357928967,0.0009720191228022,0.000721400158123,False,False,LOSS-,-9.75
9f378702,2026-02-26 09:25:14,1772065514,Pippkin,$1M〜$5M,2512407,148774,0.002531056678749,0.0016187978042601,0.0039906708779312,1.6,0.0003649035497955,0.0032166783002864,38.04,0.44,25,0.0,0.0,0.0,15.0,0.0,0.0,10.0,5,強い安値圏,0.188,-21.31,13,0,0.0,0.139,15,75,2.5,4.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/GGTdMaanNbGtDd8pGq6JbbSVBcEWbPTggy1VN5TFxDV3,GGTdMaanNbGtDd8pGq6JbbSVBcEWbPTggy1VN5TFxDV3,6ydMmFRaNt4AHBjgvSogbBvcxnTrX3QzUe2AEzVppump,2026-02-26 10:32:06,0.0024593241571738,0.0027431753421318,0.0028898765296679,0.002903375875702,0.002391366020599,False,False,WIN+,14.18
5471a1d1,2026-02-26 09:29:33,1772065773,Punch,$5M〜$50M,21700674,728502,0.0217335324679552,0.0185903785797029,0.0272340517723967,1.75,0.0015715769441261,0.0309441720595508,39.76,1.97,49,23.6,0.0,0.0,15.0,0.0,0.0,10.0,5,強い安値圏,0.057,-29.77,15,0,0.0,0.125,15,72,2.0,3.5,2.0,False,50,https://www.geckoterminal.com/solana/pools/A6KHMiFzn9AM7VKBtVP4fZNY9bCo2jP63R9dphaW1vrq,A6KHMiFzn9AM7VKBtVP4fZNY9bCo2jP63R9dphaW1vrq,NV2RYH954cTJ3ckFUpvfqaQXU4ARqqDH3562nFSpump,2026-02-26 10:32:09,0.0216362260505391,0.022359740877179,0.0232235186875824,0.0233411801060078,0.0211586940745036,False,False,WIN+,6.86
3a30d90a,2026-02-26 09:29:37,1772065777,DATACLAW,$300K〜$1M,555069,71607,0.0005451202791186,0.0003911159533098,0.0008017941554667,1.67,5.133477526961168e-05,0.0005482207993443,81.51,3.89,53,22.7,0.0,20.0,15.0,0.0,0.0,-5.0,2,やや高値圏,0.464,-0.57,23,0,0.0,0.089,5,85,3.0,5.0,4.0,True,50,https://www.geckoterminal.com/solana/pools/A9aoE41kUqsKcYGSr5hvhZ2hJF5xZCWuE9D94J8ZPbkd,A9aoE41kUqsKcYGSr5hvhZ2hJF5xZCWuE9D94J8ZPbkd,Duxeg8HrG89Dq95oyiydrnFd8irZhjApGZu8PYrEpump,2026-02-26 10:32:42,0.0005590880131573,0.0006959319533141,0.0007824292629314,0.000979796688438,0.0004878175197145,False,True,WIN,43.53
1fb0d57e,2026-02-26 09:29:40,1772065780,gork,$1M〜$5M,1087994,126623,0.0011044965630155,-0.0001861888052636,0.0031695931522623,1.6,0.0005162741473116,0.0012764665627618,49.84,0.23,23,0.0,0.0,0.0,15.0,3.1,0.0,5.0,4,やや安値圏,0.323,-13.47,8,2,0.25,0.346,15,75,2.5,4.0,3.0,False,50,https://www.geckoterminal.com/solana/pools/FTVfrnFb48apSPKTBkB5cdTu6AiTRSX5wdV68uTrPiWu,FTVfrnFb48apSPKTBkB5cdTu6AiTRSX5wdV68uTrPiWu,gorkrgj6k4K449Qa4eF1NaWC5cNLQtMsVEikhpGn7fC,2026-02-26 10:33:15,0.0009074212056022,0.0009697698829242,0.000987715665009,0.001122014979199,0.0007697256437161,False,False,LOSS-,-10.57
656a9585,2026-02-26 09:30:14,1772065814,PENGUIN,$5M〜$50M,7137495,461837,0.0071377759584164,0.0068290197692134,0.0076780992895216,1.75,0.0001543780946014,0.0070774741854921,52.38,0.02,55,0.0,20.0,20.0,15.0,0.0,0.0,0.0,3,中間,0.458,0.85,13,0,0.0,0.139,15,72,2.0,3.5,2.0,True,50,https://www.geckoterminal.com/solana/pools/DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS,DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS,8Jx8AAHj86wbQgUTjGuj6GTTL5Ps3cqxKRTvpaJApump,2026-02-26 10:33:18,0.0071475981313571,0.0071001833537372,0.0072119719976107,0.007241668670291,0.007053293900129,False,False,WIN+,1.04
700ec572,2026-02-26 09:30:17,1772065817,maxxing,$1M〜$5M,3327608,226985,0.003328855760977,0.0025992528738631,0.0044962203803591,1.6,0.0002918411548455,0.0030379589815982,52.46,0.58,50,0.0,20.0,20.0,15.0,0.0,0.0,-5.0,2,やや高値圏,0.559,9.58,19,1,0.053,0.146,15,75,2.5,4.0,3.0,True,50,https://www.geckoterminal.com/solana/pools/DMnTidVC8dMxRxUzFyZ4StQkbS4R8ACwxhNsEyi6u3Lx,DMnTidVC8dMxRxUzFyZ4StQkbS4R8ACwxhNsEyi6u3Lx,32CdQdBUxbCsLy5AUHWmyidfwhgGUr9N573NBUrDpump,2026-02-26 10:33:31,0.0030857798322696,0.0030715770982833,0.0032318207179566,0.0033364238877648,0.0029696804152826,False,False,LOSS-,-2.91
22465740,2026-02-26 09:39:33,1772066373,GROKIUS,$1M〜$5M,2192196,160403,0.0021922314592127,0.0016765247033194,0.003017362268642,1.6,0.0002062827023573,0.0032414343081909,25.58,0.36,25,0.0,0.0,0.0,15.0,0.0,0.0,10.0,5,強い安値圏,0.076,-32.37,6,0,0.0,0.227,15,75,2.5,4.0,3.0,False,50,https://www.geckoterminal.com/solana/pools/HUsE3ouq2rL2egjy1hURxYiiQw4uuv4QDdvpYedQ8Rdh,HUsE3ouq2rL2egjy1hURxYiiQw4uuv4QDdvpYedQ8Rdh,67ezHLk8PUkjJCXjmmgPbx85VowA52ghfRXa9A8Tpump,2026-02-26 10:46:55,0.0022249154836026,0.002824226489194,0.002845911881678,0.0029459591567553,0.0020785679198143,False,False,WIN+,29.82
2597074b,2026-02-26 09:39:35,1772066375,GME,$1M〜$5M,4720845,1256161,0.0006856574499703,0.0006547611549693,0.0007350915219719,1.6,1.2358518000401717e-05,0.0007694711992077,40.2,0.31,25,0.0,0.0,0.0,15.0,5.1,0.0,5.0,4,やや安値圏,0.284,-10.89,9,3,0.333,0.393,15,75,2.5,4.0,3.0,False,50,https://www.geckoterminal.com/solana/pools/9tz6vYKiBDLYx2RnGWC5tESu4pyVE4jD6Tm56352UGte,9tz6vYKiBDLYx2RnGWC5tESu4pyVE4jD6Tm56352UGte,8wXtPeU6557ETkp9WHFY1n1EcU6NxDvbAggHGsMYiHsB,2026-02-26 10:46:58,0.0006836142506541,0.000686535229187,0.0006811320613247,0.0006880528730989,0.0006803512781939,False,False,LOSS-,-0.66
