signal_id,signal_time_jst,signal_time_unix,symbol,mc_band,mc,liquidity,entry_price,sl_price,tp_price,rr_ratio,atr,vwap,rsi,vol_surge,score_total,score_volume,score_vwap,score_rsi,score_liquidity,score_repro,score_penalty,signal_count,success_count,success_rate,adjusted_rate,ohlcv_aggregate,rsi_overbought,atr_sl_mult,atr_tp_mult,volume_surge_min,notified,notify_threshold,gecko_url,pool_address,token_address,outcome_checked_at,price_15m,price_30m,price_60m,high_60m,low_60m,sl_hit,tp_hit,outcome,pnl_pct
1b5074cc,2026-02-25 22:31:47,1772026307,GROKIUS,$1M〜$5M,3304062,189648,0.0033077337754065,0.0028844001976558,0.0043660677197833,2.5,0.0002116667888753,0.0034651150130467,46.37,0.1,15,0.0,0.0,0.0,15.0,0.0,0.0,15,0,0.0,0.125,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/HUsE3ouq2rL2egjy1hURxYiiQw4uuv4QDdvpYedQ8Rdh,HUsE3ouq2rL2egjy1hURxYiiQw4uuv4QDdvpYedQ8Rdh,67ezHLk8PUkjJCXjmmgPbx85VowA52ghfRXa9A8Tpump,2026-02-25 23:34:13,0.0033454520937432,0.0030004794094741,0.0029777633628902,0.0034065847158963,0.0029162606565625,False,False,LOSS-,-9.98
c18956a7,2026-02-25 22:31:50,1772026310,PENGUIN,$5M〜$50M,7094483,445283,0.0070947622838366,0.0069283779681661,0.0074750692910834,2.29,9.507675181171118e-05,0.00687392356355,51.36,0.52,55,0.0,20.0,20.0,15.0,0.0,0.0,8,0,0.0,0.192,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS,DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS,8Jx8AAHj86wbQgUTjGuj6GTTL5Ps3cqxKRTvpaJApump,2026-02-25 23:34:16,0.007125918271881,0.0070085896699574,0.0071786564247133,0.0071987264307381,0.0069269727776263,True,False,LOSS,1.18
58d26374,2026-02-25 22:31:53,1772026313,PsyopAnime,$5M〜$50M,5361177,346685,0.0053613697195735,0.0048568725766083,0.0065145060463509,2.29,0.0002882840816943,0.0057112912466328,49.03,1.02,15,0.0,0.0,0.0,15.0,0.0,0.0,28,1,0.036,0.106,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/FpyosQzp5ijfrxqqBVNm67rfam7VsbVNAm7PUf8Yvt1c,FpyosQzp5ijfrxqqBVNm67rfam7VsbVNAm7PUf8Yvt1c,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,2026-02-25 23:34:18,0.0052063797583533,0.0050089855325763,0.0051000947592822,0.0053990020747343,0.0047895861038656,True,False,LOSS,-4.87
1c13a9ac,2026-02-25 22:36:47,1772026607,PMPR,$300K〜$1M,867487,79496,0.0008674873023899,0.0006179032628304,0.0015164058052447,2.6,9.98336158238198e-05,0.0008086657188757,56.19,0.16,57,0.0,20.0,20.0,15.0,2.0,0.0,2,1,0.5,0.5,5,91,2.5,6.5,5.0,False,70,https://www.geckoterminal.com/solana/pools/BCH5me3iiBAYviFWdzH134JVGN6UdbUMbGMJJhT8JJ4K,BCH5me3iiBAYviFWdzH134JVGN6UdbUMbGMJJhT8JJ4K,AX9D7Nqtu3enaeL4ELxoagsNV7AyEQEhK2ziwiyJpump,2026-02-25 23:49:10,0.0009408481450755,0.0010394051219186,0.0007968576147799,0.0010594967796653,0.0007512162304929,False,False,LOSS-,-8.14
ac8f1242,2026-02-25 22:36:51,1772026611,AgenC,$1M〜$5M,3650893,173195,0.0036317448859563,0.0028130043514428,0.00567859622224,2.5,0.0004093702672567,0.0021289549778222,43.91,0.22,35,0.0,20.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/BUMh6YebpBvAh4by4oTGJUvzQ9CvH6dqPgrZvXFDMwC1,BUMh6YebpBvAh4by4oTGJUvzQ9CvH6dqPgrZvXFDMwC1,5yC9BM8KUsJTPbWPLfA2N8qH1s9V8DQ3Vcw1G6Jdpump,2026-02-25 23:49:13,0.0037053608612819,0.0031565461732945,0.0031925704793648,0.0039436364712588,0.0029331652273344,False,False,LOSS-,-12.09
58cf75d2,2026-02-25 22:36:54,1772026614,USELESS,$5M〜$50M,41591387,1554135,0.041597275017243,0.0407112673494513,0.0436224354007667,2.29,0.0005062900958809,0.0392529951339397,58.38,1.43,56,1.2,20.0,20.0,15.0,0.0,0.0,9,1,0.111,0.25,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/Q2sPHPdUWFMg7M7wwrQKLrn619cAucfRsmhVJffodSp,Q2sPHPdUWFMg7M7wwrQKLrn619cAucfRsmhVJffodSp,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,2026-02-25 23:49:16,0.0436713255464633,0.0428625943525571,0.0428583005915495,0.0446361180499332,0.0415644245736758,False,True,WIN,3.03
faa42efb,2026-02-25 22:37:07,1772026627,KIMCHI,$1M〜$5M,1565716,103721,0.0015808754766686,0.001265758982757,0.0023686667114478,2.5,0.0001575582469558,0.0008260436379543,91.73,0.55,41,0.0,20.0,20.0,15.0,0.0,-14.2,19,1,0.053,0.146,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/5nMsiD6CjDci1y83ihC2Ph7oMpfiogz5MGUzHJzUcXdU,5nMsiD6CjDci1y83ihC2Ph7oMpfiogz5MGUzHJzUcXdU,AWpD39myXc7emw5M9cMCofkbo92x5FKWdGHWYpZFdoge,2026-02-25 23:49:19,0.0013369153237427,0.0011865240687955,0.0012064149868048,0.0016270377043129,0.0010824012831398,True,False,LOSS,-23.69
c52883ef,2026-02-25 22:37:20,1772026640,PunchBF,$300K〜$1M,892167,85426,0.0007245918016124,1.2320204726539124e-05,0.0025764979535158,2.6,0.0002849086387543,0.0008779564475693,39.0,0.56,15,0.0,0.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,5,91,2.5,6.5,5.0,False,70,https://www.geckoterminal.com/solana/pools/ELsCgLfrUwfrp5en9mfjYynFkJBnmMzgZ2CD7vgNsJsA,ELsCgLfrUwfrp5en9mfjYynFkJBnmMzgZ2CD7vgNsJsA,8qMFktkVQrkWVaCV1RayyXhsVYQrT7k34MU5GYGJpump,2026-02-25 23:49:23,9.550810924155472e-05,6.475941839667068e-06,6.469036472510385e-06,0.00096917381874,3.790658635258957e-06,True,False,LOSS,-99.11
f59c0d67,2026-02-25 22:37:32,1772026652,MACMINI,$1M〜$5M,2504923,152011,0.002553573130482,0.0019796939752159,0.0039882710186473,2.5,0.000286939577633,0.0018962085724014,39.23,0.18,44,0.0,20.0,0.0,15.0,8.8,0.0,11,5,0.455,0.469,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/FV7QJ4FSZFpkvSNPEaJBZLVJxe4XjgoNFBwBGGf2vTRF,FV7QJ4FSZFpkvSNPEaJBZLVJxe4XjgoNFBwBGGf2vTRF,2QKrBtNECja4cJygxA7igwqxahs93GNmuQ2We2stpump,2026-02-25 23:50:26,0.0025102673558844,0.0025169139478511,0.0020983220757019,0.0025731467853576,0.0020765526523818,False,False,LOSS-,-17.83
b44799a7,2026-02-25 22:41:50,1772026910,$HACHI,$5M〜$50M,5212543,101203,5.340678213586415e-09,5.068503326722002e-09,5.9627922407050725e-09,2.29,1.5552850677966434e-10,4.5162463757251215e-09,72.61,3.3,80,25.0,20.0,20.0,15.0,0.0,0.0,9,1,0.111,0.25,15,82,1.75,4.0,2.0,True,70,https://www.geckoterminal.com/solana/pools/DqAfrGV2GBxpGRsq6Xk1z9ojRncqgLeeVPaKg5bCc24Z,DqAfrGV2GBxpGRsq6Xk1z9ojRncqgLeeVPaKg5bCc24Z,x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,2026-02-25 23:50:29,5.119988981015909e-09,5.074365479171604e-09,5.046447576533882e-09,5.410623913988014e-09,4.954410933473509e-09,True,False,LOSS,-5.51
55e66894,2026-02-25 22:41:52,1772026912,Pippkin,$1M〜$5M,3222953,159700,0.0032650394293738,0.0026638722895005,0.004767957279057,2.5,0.0003005835699366,0.002277781127088,61.41,0.98,55,0.0,20.0,20.0,15.0,0.0,0.0,7,0,0.0,0.208,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/GGTdMaanNbGtDd8pGq6JbbSVBcEWbPTggy1VN5TFxDV3,GGTdMaanNbGtDd8pGq6JbbSVBcEWbPTggy1VN5TFxDV3,6ydMmFRaNt4AHBjgvSogbBvcxnTrX3QzUe2AEzVppump,2026-02-25 23:50:32,0.003291736887963,0.0039456338825087,0.004389214761001,0.0049105810228641,0.0030107973594247,False,True,WIN,34.43
fbd8bee6,2026-02-25 22:46:47,1772027207,CLAW,$1M〜$5M,1854986,116431,0.0018549865484839,0.0013122202541603,0.0032119022842929,2.5,0.0002713831471618,0.0030397895743855,46.09,0.07,15,0.0,0.0,0.0,15.0,0.0,0.0,38,0,0.0,0.058,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/CqC3Hz1VLgRtoy8Kcahif6vxAcYNyQVM7SWxLXCQAfcK,CqC3Hz1VLgRtoy8Kcahif6vxAcYNyQVM7SWxLXCQAfcK,739dnZEG4yaBWFsY8L8ZwrfhGG6dhtCSercW8Umspump,2026-02-25 23:50:45,0.0019419554322843,0.0018815875864281,0.0019008484207766,0.0019817621610887,0.0018347032801376,False,False,WIN+,2.47
3774dbec,2026-02-25 22:51:47,1772027507,WAR,$5M〜$50M,17164622,533346,0.0172103356957501,0.0164089455299504,0.0190420846461494,2.29,0.0004579372375998,0.0185982783763777,48.61,0.72,15,0.0,0.0,0.0,15.0,0.0,0.0,9,0,0.0,0.179,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/qNAGLPKnYzNtf5iJHdki9Prgodgra5BnadACgecdsjw,qNAGLPKnYzNtf5iJHdki9Prgodgra5BnadACgecdsjw,8opvqaWysX1oYbXuTL8PHaoaTiXD69VFYAX4smPebonk,2026-02-26 00:04:10,0.0170327290238523,0.0176775082066012,0.0168361752148707,0.0178441176909116,0.0168361752148707,False,False,LOSS-,-2.17
99e348b9,2026-02-25 22:51:50,1772027510,Clude,$1M〜$5M,1085100,99099,0.0010834289307069,0.0008340447771809,0.0017068893145218,2.5,0.0001246920767629,0.0014709436740731,51.71,0.64,35,0.0,0.0,20.0,15.0,0.0,0.0,21,0,0.0,0.096,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/7udbgT6w6X5VpdZuEm4UHbkuUaULYFZmKhntbNuNmaUt,7udbgT6w6X5VpdZuEm4UHbkuUaULYFZmKhntbNuNmaUt,AWGCDT2gd8JadbYbYyZy1iKxfWokPNgrEQoU24zUpump,2026-02-26 00:04:13,0.001005566644253,0.0010735023760155,0.0009812554227678,0.0011218182203928,0.0009451703928652,False,False,LOSS-,-9.43
7951251d,2026-02-25 22:51:52,1772027512,House,$1M〜$5M,1970330,431680,0.0019731020103317,0.0018711045041367,0.0022280957758192,2.5,5.099875309749569e-05,0.001610265713419,70.7,0.12,58,0.0,20.0,20.0,15.0,2.6,0.0,9,2,0.222,0.321,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/Gj5t6KjTw3gWW7SrMHEi1ojCkaYHyvLwb17gktf96HNH,Gj5t6KjTw3gWW7SrMHEi1ojCkaYHyvLwb17gktf96HNH,DitHyRMQiSDhn5cnKMJV2CDDt6sVct96YrECiM49pump,2026-02-26 00:04:16,0.0019817302229309,0.0019134836523721,0.0019596534212185,0.0019837322915724,0.0018995435064098,False,False,LOSS-,-0.68
a975c1f0,2026-02-25 22:52:05,1772027525,SANAET,$5M〜$50M,22698056,628937,0.0227957869682797,0.0124660913785303,0.0464065197448498,2.29,0.0059026831941425,0.0184308573354306,49.97,0.1,35,0.0,20.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/CuxLbyaZAC6X89me2unfuKRpy1H775rpVCE3i5L9Ztbi,CuxLbyaZAC6X89me2unfuKRpy1H775rpVCE3i5L9Ztbi,2ieDnfWLzrat7zGFz4qFh5FMg75WkQrvmWaAHeSZoxHZ,2026-02-26 00:04:18,0.0225676500407437,0.0241676818138109,0.0230287111272077,0.0241752061782213,0.0215046354476144,False,False,WIN+,1.02
cfd4fd8a,2026-02-25 22:52:19,1772027539,PIGEON,$300K〜$1M,568912,100135,0.0005674353551837,0.0005189372449003,0.0006935304419204,2.6,1.939924411333608e-05,0.0005485455066252,52.95,0.05,55,0.0,20.0,20.0,15.0,0.0,0.0,12,0,0.0,0.147,5,91,2.5,6.5,5.0,False,70,https://www.geckoterminal.com/solana/pools/CimyjC9gZZwmX3FANaCm45gSWAFrLCtB6NQWjDNZkjgX,CimyjC9gZZwmX3FANaCm45gSWAFrLCtB6NQWjDNZkjgX,GB8KtQfMChhYrCYtd5PoAB42kAdkHnuyAincSSmFpump,2026-02-26 00:04:21,0.0006381714313585,0.0006161848082788,0.0005555029842361,0.0006571062569932,0.0005546172771973,False,False,LOSS-,-2.1
1f45c705,2026-02-25 22:52:32,1772027552,DATACLAW,$1M〜$5M,1187431,97388,0.0011554792125606,0.0005963987354271,0.0025531804053943,2.5,0.0002795402385667,0.0008821747940591,58.55,0.3,57,0.0,20.0,20.0,15.0,2.2,0.0,3,1,0.333,0.438,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/A9aoE41kUqsKcYGSr5hvhZ2hJF5xZCWuE9D94J8ZPbkd,A9aoE41kUqsKcYGSr5hvhZ2hJF5xZCWuE9D94J8ZPbkd,Duxeg8HrG89Dq95oyiydrnFd8irZhjApGZu8PYrEpump,2026-02-26 00:05:25,0.0011052880123958,0.0011698696725824,0.001134830565721,0.0012541332827664,0.0010084875424889,False,False,LOSS-,-1.79
587cc749,2026-02-25 23:01:47,1772028107,AUTISM,$1M〜$5M,1675683,121574,0.0016952599348252,0.0012973954687699,0.0026899210999633,2.5,0.0001989322330276,0.0014493396824422,50.6,0.04,55,0.0,20.0,20.0,15.0,0.4,0.0,4,0,0.0,0.278,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/8QYcaoqEcJ12N1CE5Wn8YqoDAidM3kH4QL9o78ibEE8w,8QYcaoqEcJ12N1CE5Wn8YqoDAidM3kH4QL9o78ibEE8w,8jiVXftnn2ZG6bugK7HAH5j2G3D6TpsG521gqsWwpump,2026-02-26 00:05:28,0.0014745530062864,0.0014784409305716,0.0014071362131915,0.001697807396819,0.0013609191104614,False,False,LOSS-,-17.0
a623a417,2026-02-25 23:06:48,1772028408,NYAN,$1M〜$5M,3005705,201319,6.0783460763602745e-05,5.5583908911289344e-05,7.378234039438624e-05,2.5,2.5997759261567e-06,6.896365500629979e-05,34.15,1.26,16,0.0,0.0,0.0,15.0,0.8,0.0,3,0,0.0,0.312,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/EiL4DDCYrEF4XcKyu6FvxK7qXE7u5MFqPrxbex5FzVz7,EiL4DDCYrEF4XcKyu6FvxK7qXE7u5MFqPrxbex5FzVz7,FpECzw6x8RG4VBXfnVg3UJd8pq9CCxJUSWCKb4gebq8B,2026-02-26 00:19:10,6.077517397251527e-05,5.9947787209253005e-05,5.370637428100357e-05,6.407737700409534e-05,5.218270444026922e-05,True,False,LOSS,-11.64
fd8838c2,2026-02-25 23:06:50,1772028410,67,$1M〜$5M,1627590,231662,0.0015089669806333,0.0013673428824938,0.0018630272259822,2.5,7.081204906976878e-05,0.0016692748308247,18.09,7.77,40,25.0,0.0,0.0,15.0,0.0,0.0,6,0,0.0,0.227,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/DMAFL613XTipuA3jFNYczavWT7XsiYf9cR3qmRMZQhB6,DMAFL613XTipuA3jFNYczavWT7XsiYf9cR3qmRMZQhB6,9AvytnUKsLxPxFHFqS6VLxaxt5p6BhYNr53SD2Chpump,2026-02-26 00:19:13,0.001630407564846,0.0017495577277957,0.0017622603853923,0.0018566815257596,0.0013646182129812,True,False,LOSS,16.79
5a806ced,2026-02-25 23:16:47,1772029007,Lobstar,$5M〜$50M,6004598,348467,0.0060473030726084,0.0052232810525166,0.0079307819756753,2.29,0.0004708697257667,0.0075337491785924,42.22,0.07,15,0.0,0.0,0.0,15.0,0.0,0.0,18,0,0.0,0.109,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/AADJrfmWoHVXZhF1UkbHvNC5tqrBpkGdSaxtMYteDm2x,AADJrfmWoHVXZhF1UkbHvNC5tqrBpkGdSaxtMYteDm2x,AVF9F4C4j8b1Kh4BmNHqybDaHgnZpJ7W7yLvL7hUpump,2026-02-26 00:19:15,0.0056216450945778,0.0056793000335802,0.0051088299781154,0.0062969686326676,0.0050802481963482,True,False,LOSS,-15.52
6290c609,2026-02-25 23:21:46,1772029306,Punch,$5M〜$50M,29111486,807870,0.0288478992873942,0.0262523983547437,0.034780472847738,2.29,0.0014831433900859,0.0326877373476343,29.12,0.17,16,0.0,0.0,0.0,15.0,1.2,0.0,7,1,0.143,0.292,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/A6KHMiFzn9AM7VKBtVP4fZNY9bCo2jP63R9dphaW1vrq,A6KHMiFzn9AM7VKBtVP4fZNY9bCo2jP63R9dphaW1vrq,NV2RYH954cTJ3ckFUpvfqaQXU4ARqqDH3562nFSpump,2026-02-26 00:34:10,0.0284391212579077,0.0282916117297128,0.0268777738301092,0.0296709175485601,0.0258415580862598,True,False,LOSS,-6.83
094442f3,2026-02-25 23:36:47,1772030207,ROSCLAW,$300K〜$1M,901921,86154,0.0008978912215514,0.0006093974765674,0.0016479749585096,2.6,0.0001153974979935,0.000534741369746,69.75,0.09,56,0.0,20.0,20.0,15.0,0.9,0.0,2,0,0.0,0.357,5,91,2.5,6.5,5.0,False,70,https://www.geckoterminal.com/solana/pools/BBeJvzFYLxLbyHU9j5jnz4TRCfTY6E3CBmQ2f9t6eH97,BBeJvzFYLxLbyHU9j5jnz4TRCfTY6E3CBmQ2f9t6eH97,BVdMM5Fd7MxcTExnokXZzmCtiLvd2Es5zZQqRLNmrzSy,2026-02-26 00:49:10,0.0008083619166215,0.0006953766112386,0.0014243657691977,0.0017931535148185,0.000580858122823,True,True,LOSS,58.63
639646ef,2026-02-25 23:41:47,1772030507,PsyopAnime,$5M〜$50M,5078445,337477,0.005078626960371,0.0046072100594444,0.0061561513053462,2.29,0.0002693810862437,0.0057557950677992,42.99,0.27,15,0.0,0.0,0.0,15.0,0.0,0.0,28,1,0.036,0.106,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/FpyosQzp5ijfrxqqBVNm67rfam7VsbVNAm7PUf8Yvt1c,FpyosQzp5ijfrxqqBVNm67rfam7VsbVNAm7PUf8Yvt1c,2nP9yKQNSGQy851iyawDvBkzkK2R2aqKArQCKc2gpump,2026-02-26 00:49:13,0.0051738563374517,0.0048593618834371,0.0049729112755767,0.0052099304795875,0.0047718253396218,False,False,LOSS-,-2.08
7ad42478,2026-02-25 23:46:47,1772030807,GROKIUS,$1M〜$5M,2974531,180704,0.0029515103270723,0.0025312349965589,0.0040021986533557,2.5,0.0002101376652566,0.0034854449311871,33.41,0.02,15,0.0,0.0,0.0,15.0,0.0,0.0,9,0,0.0,0.179,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/HUsE3ouq2rL2egjy1hURxYiiQw4uuv4QDdvpYedQ8Rdh,HUsE3ouq2rL2egjy1hURxYiiQw4uuv4QDdvpYedQ8Rdh,67ezHLk8PUkjJCXjmmgPbx85VowA52ghfRXa9A8Tpump,2026-02-26 00:49:16,0.0030902518917826,0.0030655717362888,0.0033077288161253,0.0036812683101315,0.0029302736527602,False,False,WIN+,12.07
a4dce5d4,2026-02-25 23:46:50,1772030810,PENGUIN,$5M〜$50M,7060659,445103,0.0071411564081184,0.0069666079124001,0.0075401243983317,2.29,9.97419975533221e-05,0.0069442169302683,55.05,0.07,55,0.0,20.0,20.0,15.0,0.0,0.0,11,0,0.0,0.156,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS,DRAf8QxQY86h7yeHdo9GytXAF6GoTTT8oZjknwXV6dCS,8Jx8AAHj86wbQgUTjGuj6GTTL5Ps3cqxKRTvpaJApump,2026-02-26 00:49:19,0.0072488246143206,0.0071532900892813,0.0070924076242401,0.007320554869114,0.0070609369689635,False,False,LOSS-,-0.68
e3ebc82a,2026-02-25 23:51:47,1772031107,Pippkin,$1M〜$5M,4402065,189671,0.0043364917098233,0.003402652818503,0.0066710889381242,2.5,0.0004669194456601,0.0026407844159664,73.08,1.82,55,0.0,20.0,20.0,15.0,0.0,0.0,7,0,0.0,0.208,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/GGTdMaanNbGtDd8pGq6JbbSVBcEWbPTggy1VN5TFxDV3,GGTdMaanNbGtDd8pGq6JbbSVBcEWbPTggy1VN5TFxDV3,6ydMmFRaNt4AHBjgvSogbBvcxnTrX3QzUe2AEzVppump,2026-02-26 01:04:09,0.0039895453555873,0.0039048496412786,0.0034377557610685,0.0047335347323878,0.0032923103362346,True,False,LOSS,-20.72
cee2caf1,2026-02-25 23:51:50,1772031110,CLAW,$1M〜$5M,1900018,117524,0.0019206764524525,0.0014611724279296,0.0030694365137599,2.5,0.0002297520122614,0.0030366153334677,49.26,0.05,15,0.0,0.0,0.0,15.0,0.0,0.0,38,0,0.0,0.058,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/CqC3Hz1VLgRtoy8Kcahif6vxAcYNyQVM7SWxLXCQAfcK,CqC3Hz1VLgRtoy8Kcahif6vxAcYNyQVM7SWxLXCQAfcK,739dnZEG4yaBWFsY8L8ZwrfhGG6dhtCSercW8Umspump,2026-02-26 01:04:13,0.0017997896839969,0.0017061016794338,0.0016388535144763,0.0019540901563756,0.0015013266471293,False,False,LOSS-,-14.67
100d8a3b,2026-02-25 23:51:53,1772031113,AgenC,$1M〜$5M,3391085,167429,0.0034277339698013,0.0025644932370052,0.0055858358017917,2.5,0.000431620366398,0.0021578415735409,44.81,0.38,35,0.0,20.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/BUMh6YebpBvAh4by4oTGJUvzQ9CvH6dqPgrZvXFDMwC1,BUMh6YebpBvAh4by4oTGJUvzQ9CvH6dqPgrZvXFDMwC1,5yC9BM8KUsJTPbWPLfA2N8qH1s9V8DQ3Vcw1G6Jdpump,2026-02-26 01:04:16,0.003171291382132,0.0029972010625449,0.0027242981972977,0.0034429047516257,0.0023063967121911,True,False,LOSS,-20.52
02769eb8,2026-02-25 23:56:47,1772031407,MACMINI,$1M〜$5M,2235079,144971,0.0022511268377458,0.0017486089100639,0.0035074216569506,2.5,0.0002512589638409,0.0018997644859526,33.72,0.8,43,0.0,20.0,0.0,15.0,8.0,0.0,8,4,0.5,0.5,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/FV7QJ4FSZFpkvSNPEaJBZLVJxe4XjgoNFBwBGGf2vTRF,FV7QJ4FSZFpkvSNPEaJBZLVJxe4XjgoNFBwBGGf2vTRF,2QKrBtNECja4cJygxA7igwqxahs93GNmuQ2We2stpump,2026-02-26 01:04:20,0.0020480688077684,0.0021748588419959,0.0020975114266389,0.0022832087757804,0.0018501796941868,False,False,LOSS-,-6.82
3d2450a0,2026-02-25 23:56:50,1772031410,USELESS,$5M〜$50M,42965437,1592590,0.042983799613958,0.0417366643855074,0.045834394421845,2.29,0.0007126487019717,0.0402986274901867,64.63,1.35,60,0.0,20.0,20.0,15.0,4.7,0.0,10,3,0.3,0.367,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/Q2sPHPdUWFMg7M7wwrQKLrn619cAucfRsmhVJffodSp,Q2sPHPdUWFMg7M7wwrQKLrn619cAucfRsmhVJffodSp,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,2026-02-26 01:04:23,0.0422768188206139,0.0426030010006469,0.0426662745890594,0.0435728559023382,0.0417309903646766,True,False,LOSS,-0.74
d7ac9dce,2026-02-26 00:01:47,1772031707,KIMCHI,$1M〜$5M,1009601,84927,0.0010131588687606,0.0006463274100556,0.001930237515523,2.5,0.0001834157293524,0.0009085558977999,51.2,0.03,55,0.0,20.0,20.0,15.0,0.0,0.0,21,1,0.048,0.135,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/5nMsiD6CjDci1y83ihC2Ph7oMpfiogz5MGUzHJzUcXdU,5nMsiD6CjDci1y83ihC2Ph7oMpfiogz5MGUzHJzUcXdU,AWpD39myXc7emw5M9cMCofkbo92x5FKWdGHWYpZFdoge,2026-02-26 01:05:26,0.0009563370798048,0.0009025930884627,0.0008517581484955,0.0010528513327157,0.0007939953880148,False,False,LOSS-,-15.93
ac580e4d,2026-02-26 00:01:50,1772031710,$HACHI,$5M〜$50M,5074066,101063,5.213685899250031e-09,4.948020112395416e-09,5.82092198348915e-09,2.29,1.5180902105977987e-10,4.594344626530472e-09,68.56,0.26,55,0.0,20.0,20.0,15.0,0.5,0.0,16,3,0.188,0.262,15,82,1.75,4.0,2.0,False,70,https://www.geckoterminal.com/solana/pools/DqAfrGV2GBxpGRsq6Xk1z9ojRncqgLeeVPaKg5bCc24Z,DqAfrGV2GBxpGRsq6Xk1z9ojRncqgLeeVPaKg5bCc24Z,x95HN3DWvbfCBtTjGm587z8suK3ec6cwQwgZNLbWKyp,2026-02-26 01:05:29,5.261537544652178e-09,5.246387668388603e-09,4.973930306011985e-09,5.346420240357447e-09,4.877270011546383e-09,True,False,LOSS,-4.6
4a6c2d30,2026-02-26 00:06:47,1772032007,House,$1M〜$5M,2033840,444573,0.0020367008774187,0.0019310349457908,0.0023008657064883,2.5,5.283296581393615e-05,0.0016305774718685,77.87,0.92,55,0.0,20.0,20.0,15.0,0.0,0.0,24,3,0.125,0.19,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/Gj5t6KjTw3gWW7SrMHEi1ojCkaYHyvLwb17gktf96HNH,Gj5t6KjTw3gWW7SrMHEi1ojCkaYHyvLwb17gktf96HNH,DitHyRMQiSDhn5cnKMJV2CDDt6sVct96YrECiM49pump,2026-02-26 01:19:10,0.0020198413374776,0.0020176024595477,0.0019821192203658,0.0020716155116247,0.0019695940626594,False,False,LOSS-,-2.68
bd91eefc,2026-02-26 00:06:50,1772032010,DATACLAW,$1M〜$5M,1051854,92349,0.0010248367814145,0.000529340836004,0.0022635766449408,2.5,0.0002477479727052,0.0008955579882317,49.36,0.27,37,0.0,20.0,0.0,15.0,2.2,0.0,3,1,0.333,0.438,15,87,2.0,5.0,3.0,False,70,https://www.geckoterminal.com/solana/pools/A9aoE41kUqsKcYGSr5hvhZ2hJF5xZCWuE9D94J8ZPbkd,A9aoE41kUqsKcYGSr5hvhZ2hJF5xZCWuE9D94J8ZPbkd,Duxeg8HrG89Dq95oyiydrnFd8irZhjApGZu8PYrEpump,2026-02-26 01:19:13,0.0007142972973502,0.0006855502422375,0.0006421817339952,0.0011362920198809,0.0006113569394554,False,False,LOSS-,-37.34
